r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
9.873843193054199219e-01,9.873843193054199219e-01,5.099118947982788086e-01,9.873843193054199219e-01,7.405405521392822266e+00,4.363636493682861328e+00,0.000000000000000000e+00,3.730000000000000000e+02,2.000000000000000000e+00,2.130000000000000000e+02,0.000000000000000000e+00,1.345097571611404419e-01,4.296875000000000000e-02,4.819999933242797852e-01,0.000000000000000000e+00,9.873843193054199219e-01,7.918955993652343750e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.284292697906494141e-01,9.873843193054199219e-01,7.390625000000000000e+00,5.058823585510253906e+00,0.000000000000000000e+00,3.790000000000000000e+02,5.000000000000000000e+00,2.060000000000000000e+02,1.000000000000000000e+00,1.285236924886703491e-01,9.251853823661804199e-02,4.880000054836273193e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.032691192626953125e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.157028436660766602e-01,9.873843193054199219e-01,7.214814662933349609e+00,4.818181991577148438e+00,0.000000000000000000e+00,3.620000000000000000e+02,3.000000000000000000e+00,1.960000000000000000e+02,1.000000000000000000e+00,1.264723092317581177e-01,7.550032436847686768e-02,4.600000083446502686e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.145944213867187500e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.197861790657043457e-01,9.873843193054199219e-01,7.091254711151123047e+00,4.785714149475097656e+00,0.000000000000000000e+00,3.670000000000000000e+02,5.000000000000000000e+00,1.880000000000000000e+02,0.000000000000000000e+00,1.247627958655357361e-01,4.296875000000000000e-02,4.740000069141387939e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.252863311767578125e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.151084661483764648e-01,9.873843193054199219e-01,7.113725662231445312e+00,4.533333301544189453e+00,0.000000000000000000e+00,3.730000000000000000e+02,3.000000000000000000e+00,1.870000000000000000e+02,1.000000000000000000e+00,1.243031919002532959e-01,4.687500000000000000e-02,4.900000095367431641e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.361411285400390625e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.147577524185180664e-01,9.873843193054199219e-01,7.122807025909423828e+00,4.857142925262451172e+00,0.000000000000000000e+00,3.570000000000000000e+02,4.000000000000000000e+00,2.040000000000000000e+02,1.000000000000000000e+00,1.224206760525703430e-01,4.687500000000000000e-02,4.300000071525573730e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.489675140380859375e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.246681571006774902e-01,9.873843193054199219e-01,6.992481231689453125e+00,5.000000000000000000e+00,0.000000000000000000e+00,3.420000000000000000e+02,4.000000000000000000e+00,1.830000000000000000e+02,1.000000000000000000e+00,1.236759722232818604e-01,8.719006180763244629e-02,4.679999947547912598e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.599498748779296875e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.324454903602600098e-01,9.873843193054199219e-01,7.277153491973876953e+00,5.352941036224365234e+00,0.000000000000000000e+00,3.720000000000000000e+02,4.000000000000000000e+00,2.080000000000000000e+02,1.000000000000000000e+00,1.234163343906402588e-01,8.474067598581314087e-02,4.659999907016754150e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.718567657470703125e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.139143466949462891e-01,9.873843193054199219e-01,7.469465732574462891e+00,4.928571224212646484e+00,0.000000000000000000e+00,3.640000000000000000e+02,5.000000000000000000e+00,2.060000000000000000e+02,2.000000000000000000e+00,1.252130866050720215e-01,3.906250000000000000e-02,4.760000109672546387e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.831330871582031250e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.115082263946533203e-01,9.873843193054199219e-01,7.358974456787109375e+00,5.363636493682861328e+00,0.000000000000000000e+00,3.770000000000000000e+02,5.000000000000000000e+00,2.090000000000000000e+02,1.000000000000000000e+00,1.254423707723617554e-01,4.687500000000000000e-02,4.539999961853027344e-01,0.000000000000000000e+00,9.873843193054199219e-01,8.941775512695312500e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.131899714469909668e-01,9.873843193054199219e-01,7.249122619628906250e+00,4.294117450714111328e+00,0.000000000000000000e+00,3.660000000000000000e+02,3.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,1.274612993001937866e-01,4.687500000000000000e-02,4.300000071525573730e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.054521942138671875e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.075208544731140137e-01,9.873843193054199219e-01,7.548638343811035156e+00,4.538461685180664062e+00,0.000000000000000000e+00,3.780000000000000000e+02,3.000000000000000000e+00,2.190000000000000000e+02,1.000000000000000000e+00,1.302134990692138672e-01,5.078125000000000000e-02,4.860000014305114746e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.162480163574218750e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.103237032890319824e-01,9.873843193054199219e-01,7.301652908325195312e+00,4.333333492279052734e+00,0.000000000000000000e+00,3.760000000000000000e+02,2.000000000000000000e+00,2.200000000000000000e+02,0.000000000000000000e+00,1.332097947597503662e-01,4.296875000000000000e-02,5.159999728202819824e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.275572967529296875e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.238402485847473145e-01,9.873843193054199219e-01,7.379182338714599609e+00,4.476190567016601562e+00,0.000000000000000000e+00,3.720000000000000000e+02,3.000000000000000000e+00,2.030000000000000000e+02,1.000000000000000000e+00,1.361755579710006714e-01,4.687500000000000000e-02,4.620000123977661133e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.379958343505859375e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.279727578163146973e-01,9.873843193054199219e-01,7.369230747222900391e+00,4.722222328186035156e+00,0.000000000000000000e+00,3.630000000000000000e+02,4.000000000000000000e+00,2.220000000000000000e+02,2.000000000000000000e+00,1.408981233835220337e-01,5.078125000000000000e-02,4.799999892711639404e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.492688751220703125e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.183581709861755371e-01,9.873843193054199219e-01,7.487999916076660156e+00,5.384615421295166016e+00,0.000000000000000000e+00,3.840000000000000000e+02,5.000000000000000000e+00,2.240000000000000000e+02,1.000000000000000000e+00,1.416482776403427124e-01,5.859375000000000000e-02,5.000000000000000000e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.600899505615234375e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.176434516906738281e-01,9.873843193054199219e-01,7.393700599670410156e+00,4.071428775787353516e+00,0.000000000000000000e+00,3.660000000000000000e+02,2.000000000000000000e+00,2.190000000000000000e+02,0.000000000000000000e+00,1.490080207586288452e-01,4.296875000000000000e-02,4.920000135898590088e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.721977233886718750e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.064311027526855469e-01,9.873843193054199219e-01,7.254098415374755859e+00,4.545454502105712891e+00,0.000000000000000000e+00,3.570000000000000000e+02,3.000000000000000000e+00,2.050000000000000000e+02,0.000000000000000000e+00,1.555323898792266846e-01,3.906250000000000000e-02,5.120000243186950684e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.837245178222656250e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.032480359077453613e-01,9.873843193054199219e-01,7.495762825012207031e+00,4.099999904632568359e+00,0.000000000000000000e+00,3.630000000000000000e+02,2.000000000000000000e+00,2.070000000000000000e+02,0.000000000000000000e+00,1.610453128814697266e-01,4.687500000000000000e-02,5.279999971389770508e-01,0.000000000000000000e+00,9.873843193054199219e-01,9.948543548583984375e+01
9.873843193054199219e-01,9.873843193054199219e-01,5.140603184700012207e-01,9.873843193054199219e-01,7.420408248901367188e+00,4.428571224212646484e+00,0.000000000000000000e+00,3.800000000000000000e+02,3.000000000000000000e+00,2.230000000000000000e+02,0.000000000000000000e+00,1.707302927970886230e-01,5.078125000000000000e-02,5.099999904632568359e-01,0.000000000000000000e+00,9.873843193054199219e-01,1.006254959106445312e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.081588029861450195e-01,9.873843193054199219e-01,7.896995544433593750e+00,4.599999904632568359e+00,0.000000000000000000e+00,3.840000000000000000e+02,3.000000000000000000e+00,2.410000000000000000e+02,1.000000000000000000e+00,1.800089776515960693e-01,3.906250000000000000e-02,5.339999794960021973e-01,0.000000000000000000e+00,9.873843193054199219e-01,1.017518234252929688e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.014706254005432129e-01,8.947370052337646484e-01,7.830508708953857422e+00,6.900000095367431641e+00,0.000000000000000000e+00,3.900000000000000000e+02,6.000000000000000000e+00,2.470000000000000000e+02,4.000000000000000000e+00,1.871090680360794067e-01,1.380791962146759033e-01,5.279999971389770508e-01,0.000000000000000000e+00,7.175959348678588867e-01,1.028628463745117188e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.127652883529663086e-01,9.873843193054199219e-01,7.536585330963134766e+00,4.000000000000000000e+00,0.000000000000000000e+00,3.880000000000000000e+02,1.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,1.678361296653747559e-01,4.687500000000000000e-02,5.080000162124633789e-01,0.000000000000000000e+00,9.873843193054199219e-01,1.040459747314453125e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.081191062927246094e-01,9.555649161338806152e-01,8.092308044433593750e+00,5.599999904632568359e+00,0.000000000000000000e+00,3.880000000000000000e+02,5.000000000000000000e+00,2.330000000000000000e+02,2.000000000000000000e+00,1.550669968128204346e-01,1.050601229071617126e-01,4.799999892711639404e-01,0.000000000000000000e+00,6.991029381752014160e-01,1.051938323974609375e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.167917013168334961e-01,9.873843193054199219e-01,7.467432975769042969e+00,4.666666507720947266e+00,0.000000000000000000e+00,3.800000000000000000e+02,3.000000000000000000e+00,2.010000000000000000e+02,0.000000000000000000e+00,1.326816529035568237e-01,3.906250000000000000e-02,4.779999852180480957e-01,0.000000000000000000e+00,9.873843193054199219e-01,1.065052413940429688e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.001108050346374512e-01,9.833959341049194336e-01,7.886207103729248047e+00,6.000000000000000000e+00,0.000000000000000000e+00,3.590000000000000000e+02,6.000000000000000000e+00,2.000000000000000000e+02,0.000000000000000000e+00,1.225174888968467712e-01,8.512630313634872437e-02,4.199999868869781494e-01,0.000000000000000000e+00,9.774107336997985840e-01,1.083696746826171875e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.100302696228027344e-01,9.873843193054199219e-01,7.127737045288085938e+00,4.818181991577148438e+00,0.000000000000000000e+00,3.600000000000000000e+02,4.000000000000000000e+00,1.700000000000000000e+02,0.000000000000000000e+00,1.171205863356590271e-01,3.515625000000000000e-02,4.519999921321868896e-01,0.000000000000000000e+00,9.873843193054199219e-01,1.095435256958007812e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.350140929222106934e-01,9.873843193054199219e-01,7.363309383392333984e+00,4.750000000000000000e+00,0.000000000000000000e+00,3.590000000000000000e+02,4.000000000000000000e+00,1.750000000000000000e+02,1.000000000000000000e+00,1.123905330896377563e-01,3.515625000000000000e-02,4.440000057220458984e-01,0.000000000000000000e+00,9.873843193054199219e-01,1.106854782104492188e+02
9.873843193054199219e-01,9.873843193054199219e-01,5.218906402587890625e-01,9.873843193054199219e-01,6.903448104858398438e+00,4.285714149475097656e+00,0.000000000000000000e+00,3.490000000000000000e+02,2.000000000000000000e+00,1.670000000000000000e+02,1.000000000000000000e+00,1.091976910829544067e-01,4.296875000000000000e-02,4.199999868869781494e-01,0.000000000000000000e+00,9.873843193054199219e-01,1.117347259521484375e+02
